x0000,y0000,x0001,y0001,x0002,y0002
3.4995,0.033611, , , , ,
3.5,0.034598, , , , ,
3.5005,0.030979, , , , ,
3.501,0.026374, , , , ,
3.5015,0.019465, , , , ,
3.502,0.011899, , , , ,
3.5025,0.0066365, , , , ,
3.503,0.0063075, , , , ,
3.5035,0.0082805, , , , ,
3.504,0.0089385, , , , ,
3.5045,0.0046625, , , , ,
3.505,0.0013725, , , , ,
3.5055,0.00071445, , , , ,
3.506,-0.00093055, , , , ,
3.5065,0.00038545, , , , ,
3.507,-0.00027255, , , , ,
3.5075,-0.0012595, , , , ,
3.508,-0.0032335, , , , ,
3.5085,-0.00027255, , , , ,
3.509,0.0095965, , , , ,
3.5095,0.01486, , , , ,
3.51,0.01486, , , , ,
3.5105,0.013215, , , , ,
3.511,0.01157, , , , ,
3.5115,0.0099255, , , , ,
3.512,0.010254, , , , ,
3.5125,0.01157, , , , ,
3.513,0.0092675, , , , ,
3.5135,0.0079515, , , , ,
3.514,0.0079515, , , , ,
3.5145,0.0089385, , , , ,
3.515,0.0092675, , , , ,
3.5155,0.011899, , , , ,
3.516,0.020123, , , , ,
3.5165,0.030651, , , , ,
3.517,0.035914, , , , ,
3.5175,0.031966, , , , ,
3.518,0.029006, , , , ,
3.5185,0.036901, , , , ,
3.519,0.07243, , , , ,
3.5195,0.10072, , , , ,
3.52,0.089208, , , , ,
3.5205,0.070456, , , , ,
3.521,0.078023, , , , ,
3.5215,0.092497, , , , ,
3.522,0.074733, , , , ,
3.5225,0.019794, , , , ,
3.523,-0.031854, , , , ,
3.5235,-0.022643, , , , ,
3.524,0.044796, , , , ,
3.5245,0.11125, , , , ,
3.525,0.12474, , , , ,
3.5255,0.10763, , , , ,
3.526,0.083286, , , , ,
3.5265,0.064535, , , , ,
3.527,0.05335, , , , ,
3.5275,0.034598, , , , ,
3.528,-0.0071805, , , , ,
3.5285,-0.071331, , , , ,
3.529,-0.13647, , , , ,
3.5295,-0.19733, , , , ,
3.53,-0.24141, , , , ,
3.5305,-0.24865, , , , ,
3.531,-0.23516, , , , ,
3.5315,-0.222, , , , ,
3.532,-0.20259, , , , ,
3.5325,-0.17331, , , , ,
3.533,-0.14699, , , , ,
3.5335,-0.13482, , , , ,
3.534,-0.12726, , , , ,
3.5345,-0.11179, , , , ,
3.535,-0.088108, , , , ,
3.5355,-0.069686, , , , ,
3.536,-0.056856, , , , ,
3.5365,-0.042052, , , , ,
3.537,-0.024617, , , , ,
3.5375,-0.0015885, , , , ,
3.538,0.033611, , , , ,
3.5385,0.064206, , , , ,
3.539,0.083286, , , , ,
3.5395,0.096774, , , , ,
3.54,0.11125, , , , ,
3.5405,0.12441, , , , ,
3.541,0.13362, , , , ,
3.5415,0.13165, , , , ,
3.542,0.11421, , , , ,
3.5425,0.090523, , , , ,
3.543,0.067166, , , , ,
3.5435,0.030979, , , , ,
3.544,-0.021985, , , , ,
3.5445,-0.066396, , , , ,
3.545,-0.085806, , , , ,
3.5455,-0.085148, , , , ,
3.546,-0.080542, , , , ,
3.5465,-0.081858, , , , ,
3.547,-0.078239, , , , ,
3.5475,-0.059488, , , , ,
3.548,-0.041723, , , , ,
3.5485,-0.035802, , , , ,
3.549,-0.024617, , , , ,
3.5495,-0.0032335, , , , ,
3.55,0.015847, , , , ,
3.5505,0.025058, , , , ,
3.551,0.023413, , , , ,
3.5515,0.015518, , , , ,
3.552,0.014202, , , , ,
3.5525,0.038875, , , , ,
3.553,0.10895, , , , ,
3.5535,0.18099, , , , ,
3.554,0.21849, , , , ,
3.5545,0.22244, , , , ,
3.555,0.20402, , , , ,
3.5555,0.19086, , , , ,
3.556,0.18362, , , , ,
3.5565,0.14941, , , , ,
3.557,0.096116, , , , ,
3.5575,0.077694, , , , ,
3.558,0.098419, , , , ,
3.5585,0.10533, , , , ,
3.559,0.052692, , , , ,
3.5595,-0.028893, , , , ,
3.56,-0.089095, , , , ,
3.5605,-0.10521, , , , ,
3.561,-0.099951, , , , ,
3.5615,-0.10324, , , , ,
3.562,-0.13811, , , , ,
3.5625,-0.19502, , , , ,
3.563,-0.21739, , , , ,
3.5635,-0.17923, , , , ,
3.564,-0.13515, , , , ,
3.5645,-0.14338, , , , ,
3.565,-0.16476, , , , ,
3.5655,-0.16048, , , , ,
3.566,-0.15259, , , , ,
3.5665,-0.15094, , , , ,
3.567,-0.14107, , , , ,
3.5675,-0.11475, , , , ,
3.568,-0.080871, , , , ,
3.5685,-0.045671, , , , ,
3.569,-0.018695, , , , ,
3.5695,0.0036755, , , , ,
3.57,0.014202, , , , ,
3.5705,0.016505, , , , ,
3.571,0.023084, , , , ,
3.5715,0.031308, , , , ,
3.572,0.038546, , , , ,
3.5725,0.050389, , , , ,
3.573,0.071114, , , , ,
3.5735,0.093813, , , , ,
3.574,0.11684, , , , ,
3.5745,0.15336, , , , ,
3.575,0.19316, , , , ,
3.5755,0.22705, , , , ,
3.576,0.24185, , , , ,
3.5765,0.24909, , , , ,
3.577,0.27639, , , , ,
3.5775,0.29449, , , , ,
3.578,0.26685, , , , ,
3.5785,0.21849, , , , ,
3.579,0.17441, , , , ,
3.5795,0.13066, , , , ,
3.58,0.065522, , , , ,
3.5805,-0.021327, , , , ,
3.581,-0.11179, , , , ,
3.5815,-0.17364, , , , ,
3.582,-0.2016, , , , ,
3.5825,-0.20917, , , , ,
3.583,-0.20588, , , , ,
3.5835,-0.20029, , , , ,
3.584,-0.19634, , , , ,
3.5845,-0.18943, , , , ,
3.585,-0.18483, , , , ,
3.5855,-0.17923, , , , ,
3.586,-0.16048, , , , ,
3.5865,-0.13976, , , , ,
3.587,-0.12429, , , , ,
3.5875,-0.10653, , , , ,
3.588,-0.088766, , , , ,
3.5885,-0.072647, , , , ,
3.589,-0.054882, , , , ,
3.5895,-0.032512, , , , ,
3.59,-0.017379, , , , ,
3.5905,-0.0078385, , , , ,
3.591,0.00038545, , , , ,
3.5915,0.0099255, , , , ,
3.592,0.019136, , , , ,
3.5925,0.027032, , , , ,
3.593,0.031308, , , , ,
3.5935,0.034927, , , , ,
3.594,0.045125, , , , ,
3.5945,0.068153, , , , ,
3.595,0.076378, , , , ,
3.5955,0.069469, , , , ,
3.596,0.070127, , , , ,
3.5965,0.076049, , , , ,
3.597,0.077365, , , , ,
3.5975,0.073417, , , , ,
3.598,0.065193, , , , ,
3.5985,0.04348, , , , ,
3.599,0.018808, , , , ,
3.5995,0.018808, , , , ,
3.6,0.04348, , , , ,
3.6005,0.064206, , , , ,
3.601,0.06289, , , , ,
3.6015,0.054008, , , , ,
3.602,0.046441, , , , ,
3.6025,0.049402, , , , ,
3.603,0.054008, , , , ,
3.6035,0.034927, , , , ,
3.604,0.0046625, , , , ,
3.6045,-0.013432, , , , ,
3.605,-0.016721, , , , ,
3.6055,-0.024288, , , , ,
3.606,-0.038434, , , , ,
3.6065,-0.050935, , , , ,
3.607,-0.056198, , , , ,
3.6075,-0.059488, , , , ,
3.608,-0.059488, , , , ,
3.6085,-0.054882, , , , ,
3.609,-0.043039, , , , ,
3.6095,-0.02988, , , , ,
3.61,-0.024288, , , , ,
3.6105,-0.020011, , , , ,
3.611,-0.012116, , , , ,
3.6115,-0.0055355, , , , ,
3.612,-0.0015885, , , , ,
3.6125,0.0023595, , , , ,
3.613,0.0072935, , , , ,
3.6135,0.012228, , , , ,
3.614,0.018479, , , , ,
3.6145,0.017163, , , , ,
3.615,0.013544, , , , ,
3.6155,0.017163, , , , ,
3.616,0.024071, , , , ,
3.6165,0.019136, , , , ,
3.617,0.017163, , , , ,
3.6175,0.033282, , , , ,
3.618,0.053679, , , , ,
3.6185,0.067824, , , , ,
3.619,0.063219, , , , ,
3.6195,0.042165, , , , ,
3.62,0.023413, , , , ,
3.6205,0.020781, , , , ,
3.621,0.024729, , , , ,
3.6215,0.016505, , , , ,
3.622,-0.0055355, , , , ,
3.6225,-0.02363, , , , ,
3.623,-0.034157, , , , ,
3.6235,-0.037776, , , , ,
3.624,-0.036131, , , , ,
3.6245,-0.026262, , , , ,
3.625,-0.021327, , , , ,
3.6255,-0.027578, , , , ,
3.626,-0.030209, , , , ,
3.6265,-0.024946, , , , ,
3.627,-0.026262, , , , ,
3.6275,-0.031196, , , , ,
3.628,-0.031196, , , , ,
3.6285,-0.02692, , , , ,
3.629,-0.024288, , , , ,
3.6295,-0.012116, , , , ,
3.63,0.0043335, , , , ,
3.6305,0.015518, , , , ,
3.631,0.020123, , , , ,
3.6315,0.01815, , , , ,
3.632,0.0099255, , , , ,
3.6325,0.0017015, , , , ,
3.633,-0.0081675, , , , ,
3.6335,-0.023959, , , , ,
3.634,-0.034157, , , , ,
3.6345,-0.02692, , , , ,
3.635,0.0049915, , , , ,
3.6355,0.057626, , , , ,
3.636,0.097761, , , , ,
3.6365,0.11092, , , , ,
3.637,0.093813, , , , ,
3.6375,0.08197, , , , ,
3.638,0.1198, , , , ,
3.6385,0.16685, , , , ,
3.639,0.17014, , , , ,
3.6395,0.1379, , , , ,
3.64,0.11289, , , , ,
3.6405,0.10105, , , , ,
3.641,0.092826, , , , ,
3.6415,0.077694, , , , ,
3.642,0.059271, , , , ,
3.6425,0.048744, , , , ,
3.643,0.04052, , , , ,
3.6435,0.027032, , , , ,
3.644,0.012886, , , , ,
3.6445,0.017821, , , , ,
3.645,0.034598, , , , ,
3.6455,0.015518, , , , ,
3.646,-0.034157, , , , ,
3.6465,-0.074621, , , , ,
3.647,-0.11114, , , , ,
3.6475,-0.15423, , , , ,
3.648,-0.20259, , , , ,
3.6485,-0.24667, , , , ,
3.649,-0.26773, , , , ,
3.6495,-0.26871, , , , ,
3.65,-0.26411, , , , ,
3.6505,-0.25621, , , , ,
3.651,-0.22726, , , , ,
3.6515,-0.18844, , , , ,
3.652,-0.16114, , , , ,
3.6525,-0.13976, , , , ,
3.653,-0.11245, , , , ,
3.6535,-0.089424, , , , ,
3.654,-0.075936, , , , ,
3.6545,-0.062449, , , , ,
3.655,-0.043368, , , , ,
3.6555,-0.016721, , , , ,
3.656,0.016505, , , , ,
3.6565,0.042165, , , , ,
3.657,0.065193, , , , ,
3.6575,0.094471, , , , ,
3.658,0.12901, , , , ,
3.6585,0.16619, , , , ,
3.659,0.1777, , , , ,
3.6595,0.15862, , , , ,
3.66,0.13329, , , , ,
3.6605,0.10928, , , , ,
3.661,0.079996, , , , ,
3.6615,0.054994, , , , ,
3.662,0.03394, , , , ,
3.6625,0.0023595, , , , ,
3.663,-0.035473, , , , ,
3.6635,-0.041394, , , , ,
3.664,-0.021656, , , , ,
3.6645,-0.0084965, , , , ,
3.665,-0.0055355, , , , ,
3.6655,-0.00027255, , , , ,
3.666,0.0066365, , , , ,
3.6665,0.0043335, , , , ,
3.667,-0.0022465, , , , ,
3.6675,-0.010142, , , , ,
3.668,-0.016064, , , , ,
3.6685,-0.0068515, , , , ,
3.669,0.0049915, , , , ,
3.6695,0.0036755, , , , ,
3.67,-0.0029045, , , , ,
3.6705,0.0020305, , , , ,
3.671,0.013215, , , , ,
3.6715,0.017163, , , , ,
3.672,0.015518, , , , ,
3.6725,0.014531, , , , ,
3.673,0.019136, , , , ,
3.6735,0.026374, , , , ,
3.674,0.036572, , , , ,
3.6745,0.040191, , , , ,
3.675,0.036572, , , , ,
3.6755,0.036572, , , , ,
3.676,0.040191, , , , ,
3.6765,0.046112, , , , ,
3.677,0.043809, , , , ,
3.6775,0.036572, , , , ,
3.678,0.032624, , , , ,
3.6785,0.031308, , , , ,
3.679,0.035256, , , , ,
3.6795,0.035585, , , , ,
3.68,0.02769, , , , ,
3.6805,0.0244, , , , ,
3.681,0.033611, , , , ,
3.6815,0.053021, , , , ,
3.682,0.06289, , , , ,
3.6825,0.046112, , , , ,
3.683,0.025058, , , , ,
3.6835,0.025387, , , , ,
3.684,0.028677, , , , ,
3.6845,0.026703, , , , ,
3.685,0.018808, , , , ,
3.6855,0.0092675, , , , ,
3.686,-0.0019175, , , , ,
3.6865,-0.0081675, , , , ,
3.687,-0.0035625, , , , ,
3.6875,-0.011458, , , , ,
3.688,-0.042052, , , , ,
3.6885,-0.077252, , , , ,
3.689,-0.10225, , , , ,
3.6895,-0.09732, , , , ,
3.69,-0.070015, , , , ,
3.6905,-0.052579, , , , ,
3.691,-0.049619, , , , ,
3.6915,-0.038105, , , , ,
3.692,-0.017379, , , , ,
3.6925,-0.0012595, , , , ,
3.693,0.0076225, , , , ,
3.6935,0.013215, , , , ,
3.694,0.016176, , , , ,
3.6945,0.011899, , , , ,
3.695,0.0082805, , , , ,
3.6955,0.0043335, , , , ,
3.696,-0.00027255, , , , ,
3.6965,-0.0025755, , , , ,
3.697,-0.00027255, , , , ,
3.6975,-0.00060155, , , , ,
3.698,-0.00093055, , , , ,
3.6985,-0.0052065, , , , ,
3.699,-0.012116, , , , ,
3.6995,-0.0061935, , , , ,
3.7,0.018808, , , , ,
3.7005,0.05631, , , , ,
3.701,0.11947, , , , ,
3.7015,0.16981, , , , ,
3.702,0.17474, , , , ,
3.7025,0.1675, , , , ,
3.703,0.17112, , , , ,
3.7035,0.1902, , , , ,
3.704,0.17704, , , , ,
3.7045,0.095129, , , , ,
3.705,-0.017379, , , , ,
3.7055,-0.092385, , , , ,
3.706,-0.10916, , , , ,
3.7065,-0.091727, , , , ,
3.707,-0.09074, , , , ,
3.7075,-0.12956, , , , ,
3.708,-0.1743, , , , ,
3.7085,-0.17068, , , , ,
3.709,-0.13318, , , , ,
3.7095,-0.10554, , , , ,
3.71,-0.096333, , , , ,
3.7105,-0.095346, , , , ,
3.711,-0.092714, , , , ,
3.7115,-0.085806, , , , ,
3.712,-0.085806, , , , ,
3.7125,-0.086135, , , , ,
3.713,-0.072647, , , , ,
3.7135,-0.05225, , , , ,
3.714,-0.038434, , , , ,
3.7145,-0.034815, , , , ,
3.715,-0.034157, , , , ,
3.7155,-0.029551, , , , ,
3.716,-0.020998, , , , ,
3.7165,-0.013432, , , , ,
3.717,-0.013103, , , , ,
3.7175,-0.015406, , , , ,
3.718,-0.0075095, , , , ,
3.7185,0.018479, , , , ,
3.719,0.044138, , , , ,
3.7195,0.061574, , , , ,
3.72,0.092826, , , , ,
3.7205,0.13066, , , , ,
3.721,0.17902, , , , ,
3.7215,0.24679, , , , ,
3.722,0.2833, , , , ,
3.7225,0.26126, , , , ,
3.723,0.23034, , , , ,
3.7235,0.21093, , , , ,
3.724,0.17639, , , , ,
3.7245,0.12309, , , , ,
3.725,0.08855, , , , ,
3.7255,0.056639, , , , ,
3.726,-0.02034, , , , ,
3.7265,-0.12331, , , , ,
3.727,-0.18154, , , , ,
3.7275,-0.20127, , , , ,
3.728,-0.21838, , , , ,
3.7285,-0.23746, , , , ,
3.729,-0.24141, , , , ,
3.7295,-0.22726, , , , ,
3.73,-0.19766, , , , ,
3.7305,-0.15917, , , , ,
3.731,-0.12693, , , , ,
3.7315,-0.1085, , , , ,
3.732,-0.1016, , , , ,
3.7325,-0.096333, , , , ,
3.733,-0.088108, , , , ,
3.7335,-0.087779, , , , ,
3.734,-0.093701, , , , ,
3.7345,-0.086793, , , , ,
3.735,-0.05883, , , , ,
3.7355,-0.024946, , , , ,
3.736,0.0056495, , , , ,
3.7365,0.028348, , , , ,
3.737,0.041507, , , , ,
3.7375,0.052363, , , , ,
3.738,0.065851, , , , ,
3.7385,0.070785, , , , ,
3.739,0.061903, , , , ,
3.7395,0.048415, , , , ,
3.74,0.045125, , , , ,
3.7405,0.043151, , , , ,
3.741,0.036901, , , , ,
3.7415,0.022756, , , , ,
3.742,0.0099255, , , , ,
3.7425,0.013215, , , , ,
3.743,0.029664, , , , ,
3.7435,0.032295, , , , ,
3.744,0.017492, , , , ,
3.7445,0.0023595, , , , ,
3.745,0.0036755, , , , ,
3.7455,0.012228, , , , ,
3.746,0.016834, , , , ,
3.7465,0.023413, , , , ,
3.747,0.01815, , , , ,
3.7475,0.010912, , , , ,
3.748,0.013873, , , , ,
3.7485,0.022756, , , , ,
3.749,0.02111, , , , ,
3.7495,0.017821, , , , ,
3.75,0.026374, , , , ,
3.7505,0.040191, , , , ,
3.751,0.049402, , , , ,
3.7515,0.055652, , , , ,
3.752,0.064535, , , , ,
3.7525,0.071772, , , , ,
3.753,0.075391, , , , ,
3.7535,0.077365, , , , ,
3.754,0.069798, , , , ,
3.7545,0.048744, , , , ,
3.755,0.034269, , , , ,
3.7555,0.010912, , , , ,
3.756,-0.014419, , , , ,
3.7565,-0.016393, , , , ,
3.757,-0.0022465, , , , ,
3.7575,0.00038545, , , , ,
3.758,-0.0042205, , , , ,
3.7585,0.021439, , , , ,
3.759,0.088879, , , , ,
3.7595,0.13066, , , , ,
3.76,0.10829, , , , ,
3.7605,0.064864, , , , ,
3.761,0.048415, , , , ,
3.7615,0.052363, , , , ,
3.762,0.049073, , , , ,
3.7625,0.010583, , , , ,
3.763,-0.047645, , , , ,
3.7635,-0.07166, , , , ,
3.764,-0.054553, , , , ,
3.7645,-0.031854, , , , ,
3.765,-0.025275, , , , ,
3.7655,-0.032512, , , , ,
3.766,-0.050935, , , , ,
3.7665,-0.072318, , , , ,
3.767,-0.078239, , , , ,
3.7675,-0.060146, , , , ,
3.768,-0.037776, , , , ,
3.7685,-0.0045495, , , , ,
3.769,0.043809, , , , ,
3.7695,0.075062, , , , ,
3.77,0.08197, , , , ,
3.7705,0.086905, , , , ,
3.771,0.083615, , , , ,
3.7715,0.064206, , , , ,
3.772,0.035585, , , , ,
3.7725,0.015847, , , , ,
3.773,-0.017379, , , , ,
3.7735,-0.073963, , , , ,
3.774,-0.11278, , , , ,
3.7745,-0.12265, , , , ,
3.775,-0.12331, , , , ,
3.7755,-0.1164, , , , ,
3.776,-0.10192, , , , ,
3.7765,-0.092385, , , , ,
3.777,-0.093372, , , , ,
3.7775,-0.10521, , , , ,
3.778,-0.11048, , , , ,
3.7785,-0.095017, , , , ,
3.779,-0.056527, , , , ,
3.7795,-0.0075095, , , , ,
3.78,0.039862, , , , ,
3.7805,0.10829, , , , ,
3.781,0.21422, , , , ,
3.7815,0.32574, , , , ,
3.782,0.42739, , , , ,
3.7825,0.48167, , , , ,
3.783,0.47279, , , , ,
3.7835,0.47674, , , , ,
3.784,0.49713, , , , ,
3.7845,0.45634, , , , ,
3.785,0.32673, , , , ,
3.7855,0.17211, , , , ,
3.786,0.029006, , , , ,
3.7865,-0.085148, , , , ,
3.787,-0.19075, , , , ,
3.7875,-0.31148, , , , ,
3.788,-0.41544, , , , ,
3.7885,-0.48287, , , , ,
3.789,-0.524, , , , ,
3.7895,-0.53715, , , , ,
3.79,-0.54143, , , , ,
3.7905,-0.52433, , , , ,
3.791,-0.46807, , , , ,
3.7915,-0.39175, , , , ,
3.792,-0.31707, , , , ,
3.7925,-0.25161, , , , ,
3.793,-0.19864, , , , ,
3.7935,-0.15522, , , , ,
3.794,-0.12923, , , , ,
3.7945,-0.11015, , , , ,
3.795,-0.082516, , , , ,
3.7955,-0.061133, , , , ,
3.796,-0.046658, , , , ,
3.7965,-0.019682, , , , ,
3.797,0.028677, , , , ,
3.7975,0.067495, , , , ,
3.798,0.06914, , , , ,
3.7985,0.061245, , , , ,
3.799,0.06289, , , , ,
3.7995,0.069798, , , , ,
3.8,0.073746, , , , ,
3.8005,0.07572, , , , ,
3.801,0.075391, , , , ,
3.8015,0.074404, , , , ,
3.802,0.065522, , , , ,
3.8025,0.044467, , , , ,
3.803,0.045125, , , , ,
3.8035,0.082957, , , , ,
3.804,0.11816, , , , ,
3.8045,0.11717, , , , ,
3.805,0.10039, , , , ,
3.8055,0.0948, , , , ,
3.806,0.089208, , , , ,
3.8065,0.07572, , , , ,
3.807,0.065522, , , , ,
3.8075,0.078023, , , , ,
3.808,0.098419, , , , ,
3.8085,0.11059, , , , ,
3.809,0.10467, , , , ,
3.8095,0.096116, , , , ,
3.81,0.095787, , , , ,
3.8105,0.096445, , , , ,
3.811,0.093813, , , , ,
3.8115,0.061245, , , , ,
3.812,0.02111, , , , ,
3.8125,0.0026885, , , , ,
3.813,-0.0078385, , , , ,
3.8135,-0.02034, , , , ,
3.814,-0.018695, , , , ,
3.8145,0.0056495, , , , ,
3.815,0.049731, , , , ,
3.8155,0.080983, , , , ,
3.816,0.082628, , , , ,
3.8165,0.067495, , , , ,
3.817,0.056639, , , , ,
3.8175,0.047757, , , , ,
3.818,0.033282, , , , ,
3.8185,0.010254, , , , ,
3.819,-0.030538, , , , ,
3.8195,-0.064751, , , , ,
3.82,-0.05883, , , , ,
3.8205,-0.019353, , , , ,
3.821,0.022097, , , , ,
3.8215,0.031308, , , , ,
3.822,0.026703, , , , ,
3.8225,0.037888, , , , ,
3.823,0.049073, , , , ,
3.8235,0.051705, , , , ,
3.824,0.047428, , , , ,
3.8245,0.039862, , , , ,
3.825,0.031637, , , , ,
3.8255,0.020452, , , , ,
3.826,-0.0012595, , , , ,
3.8265,-0.031525, , , , ,
3.827,-0.061791, , , , ,
3.8275,-0.080871, , , , ,
3.828,-0.09074, , , , ,
3.8285,-0.082516, , , , ,
3.829,-0.068699, , , , ,
3.8295,-0.055211, , , , ,
3.83,-0.038105, , , , ,
3.8305,-0.019024, , , , ,
3.831,0.0033465, , , , ,
3.8315,0.021768, , , , ,
3.832,0.02111, , , , ,
3.8325,0.0079515, , , , ,
3.833,0.0013725, , , , ,
3.8335,0.0046625, , , , ,
3.834,-0.00027255, , , , ,
3.8345,-0.018366, , , , ,
3.835,-0.033828, , , , ,
3.8355,-0.034157, , , , ,
3.836,-0.032183, , , , ,
3.8365,-0.028893, , , , ,
3.837,-0.023301, , , , ,
3.8375,-0.026262, , , , ,
3.838,-0.040079, , , , ,
3.8385,-0.043368, , , , ,
3.839,-0.034815, , , , ,
3.8395,-0.023301, , , , ,
3.84,-0.021327, , , , ,
3.8405,-0.019024, , , , ,
3.841,-0.0038915, , , , ,
3.8415,0.014531, , , , ,
3.842,0.022756, , , , ,
3.8425,0.019136, , , , ,
3.843,0.015189, , , , ,
3.8435,0.031637, , , , ,
3.844,0.055652, , , , ,
3.8445,0.065522, , , , ,
3.845,0.060916, , , , ,
3.8455,0.049402, , , , ,
3.846,0.026374, , , , ,
3.8465,0.00071445, , , , ,
3.847,-0.0091545, , , , ,
3.8475,-0.00093055, , , , ,
3.848,-0.0038915, , , , ,
3.8485,-0.028236, , , , ,
3.849,-0.053895, , , , ,
3.8495,-0.056198, , , , ,
3.85,-0.018695, , , , ,
3.8505,0.042165, , , , ,
3.851,0.098419, , , , ,
3.8515,0.11882, , , , ,
3.852,0.10697, , , , ,
3.8525,0.10796, , , , ,
3.853,0.14645, , , , ,
3.8535,0.17145, , , , ,
3.854,0.16421, , , , ,
3.8545,0.14875, , , , ,
3.855,0.11947, , , , ,
3.8555,0.081312, , , , ,
3.856,0.057626, , , , ,
3.8565,0.037888, , , , ,
3.857,-0.0052065, , , , ,
3.8575,-0.066725, , , , ,
3.858,-0.15621, , , , ,
3.8585,-0.24009, , , , ,
3.859,-0.25852, , , , ,
3.8595,-0.23088, , , , ,
3.86,-0.20884, , , , ,
3.8605,-0.2016, , , , ,
3.861,-0.19042, , , , ,
3.8615,-0.16443, , , , ,
3.862,-0.1312, , , , ,
3.8625,-0.10719, , , , ,
3.863,-0.085806, , , , ,
3.8635,-0.061791, , , , ,
3.864,-0.045013, , , , ,
3.8645,-0.036789, , , , ,
3.865,-0.040079, , , , ,
3.8655,-0.045671, , , , ,
3.866,-0.038105, , , , ,
3.8665,-0.03317, , , , ,
3.867,-0.030867, , , , ,
3.8675,-0.02692, , , , ,
3.868,-0.028893, , , , ,
3.8685,-0.024946, , , , ,
3.869,-0.0094835, , , , ,
3.8695,0.00038545, , , , ,
3.87,-0.0019175, , , , ,
3.8705,-0.0019175, , , , ,
3.871,0.018479, , , , ,
3.8715,0.039204, , , , ,
3.872,0.06289, , , , ,
3.8725,0.11355, , , , ,
3.873,0.17902, , , , ,
3.8735,0.23593, , , , ,
3.874,0.24777, , , , ,
3.8745,0.21882, , , , ,
3.875,0.18297, , , , ,
3.8755,0.15961, , , , ,
3.876,0.13066, , , , ,
3.8765,0.070127, , , , ,
3.877,0.0049915, , , , ,
3.8775,-0.038105, , , , ,
3.878,-0.097649, , , , ,
3.8785,-0.15818, , , , ,
3.879,-0.16311, , , , ,
3.8795,-0.15357, , , , ,
3.88,-0.15686, , , , ,
3.8805,-0.12232, , , , ,
3.881,-0.041065, , , , ,
3.8815,0.025058, , , , ,
3.882,0.047757, , , , ,
3.8825,0.055652, , , , ,
3.883,0.071772, , , , ,
3.8835,0.086905, , , , ,
3.884,0.065193, , , , ,
3.8845,0.023413, , , , ,
3.885,-0.0012595, , , , ,
3.8855,-0.0032335, , , , ,
3.886,0.0069655, , , , ,
3.8865,0.020123, , , , ,
3.887,0.022097, , , , ,
3.8875,0.015189, , , , ,
3.888,0.0026885, , , , ,
3.8885,-0.019353, , , , ,
3.889,-0.027578, , , , ,
3.8895,-0.033828, , , , ,
3.89,-0.054553, , , , ,
3.8905,-0.069357, , , , ,
3.891,-0.061791, , , , ,
3.8915,-0.045013, , , , ,
3.892,-0.026262, , , , ,
3.8925,0.025058, , , , ,
3.893,0.082628, , , , ,
3.8935,0.090523, , , , ,
3.894,0.074075, , , , ,
3.8945,0.086247, , , , ,
3.895,0.11947, , , , ,
3.8955,0.12441, , , , ,
3.896,0.097761, , , , ,
3.8965,0.054994, , , , ,
3.897,0.038546, , , , ,
3.8975,0.055652, , , , ,
3.898,0.066837, , , , ,
3.8985,0.03723, , , , ,
3.899,-0.013432, , , , ,
3.8995,-0.059817, , , , ,
3.9,-0.1039, , , , ,
3.9005,-0.1312, , , , ,
3.901,-0.13087, , , , ,
3.9015,-0.11048, , , , ,
3.902,-0.093701, , , , ,
3.9025,-0.094359, , , , ,
3.903,-0.093701, , , , ,
3.9035,-0.086793, , , , ,
3.904,-0.075279, , , , ,
3.9045,-0.063107, , , , ,
3.905,-0.048961, , , , ,
3.9055,-0.028236, , , , ,
3.906,-0.0088255, , , , ,
3.9065,-0.0078385, , , , ,
3.907,-0.020011, , , , ,
3.9075,-0.022972, , , , ,
3.908,-0.018037, , , , ,
3.9085,-0.019682, , , , ,
3.909,-0.031854, , , , ,
3.9095,-0.040407, , , , ,
3.91,-0.030538, , , , ,
3.9105,-0.0029045, , , , ,
3.911,0.047428, , , , ,
3.9115,0.11487, , , , ,
3.912,0.14546, , , , ,
3.9125,0.13165, , , , ,
3.913,0.11355, , , , ,
3.9135,0.14415, , , , ,
3.914,0.20797, , , , ,
3.9145,0.22672, , , , ,
3.915,0.18033, , , , ,
3.9155,0.11947, , , , ,
3.916,0.084602, , , , ,
3.9165,0.047428, , , , ,
3.917,0.014531, , , , ,
3.9175,0.0030175, , , , ,
3.918,-0.018037, , , , ,
3.9185,-0.07495, , , , ,
3.919,-0.13811, , , , ,
3.9195,-0.16838, , , , ,
3.92,-0.16871, , , , ,
3.9205,-0.15686, , , , ,
3.921,-0.13712, , , , ,
3.9215,-0.11245, , , , ,
3.922,-0.099951, , , , ,
3.9225,-0.099294, , , , ,
3.923,-0.088108, , , , ,
3.9235,-0.071331, , , , ,
3.924,-0.051264, , , , ,
3.9245,-0.037447, , , , ,
3.925,-0.031525, , , , ,
3.9255,-0.028893, , , , ,
3.926,-0.025604, , , , ,
3.9265,-0.021327, , , , ,
3.927,-0.019353, , , , ,
3.9275,-0.014419, , , , ,
3.928,-0.0015885, , , , ,
3.9285,0.0053205, , , , ,
3.929,0.0036755, , , , ,
3.9295,0.0033465, , , , ,
3.93,0.0079515, , , , ,
3.9305,0.010912, , , , ,
3.931,0.015189, , , , ,
3.9315,0.023742, , , , ,
3.932,0.034269, , , , ,
3.9325,0.041836, , , , ,
3.933,0.049402, , , , ,
3.9335,0.056968, , , , ,
